time;;Gb(i);Gd(i);Gr(i);H_sun;T2m;WS10m;Int
20180921:2010;;0.0;0.0;0.0;0.0;14.16;6.28;0.0
20180921:2110;;0.0;0.0;0.0;0.0;13.92;6.07;0.0
20180921:2210;;0.0;0.0;0.0;0.0;13.71;5.59;0.0
20180921:2310;;0.0;0.0;0.0;0.0;13.38;5.17;0.0
20180922:0010;;0.0;0.0;0.0;0.0;13.05;4.76;0.0
20180922:0110;;0.0;0.0;0.0;0.0;12.66;4.41;0.0
20180922:0210;;0.0;0.0;0.0;0.0;12.32;4.14;0.0
20180922:0310;;0.0;0.0;0.0;0.0;12.05;4.0;0.0
20180922:0410;;0.0;0.0;0.0;0.0;11.69;3.86;0.0
20180922:0510;;0.0;0.0;0.0;0.0;11.57;3.79;0.0
20180922:0610;;3.0;39.0;0.0;6.75;11.35;3.66;0.0
20180922:0710;;110.0;98.0;0.0;15.9;11.94;3.52;0.0
20180922:0810;;19.0;176.0;0.0;24.34;12.94;4.34;0.0
20180922:0910;;243.01;196.0;0.0;31.51;14.23;5.03;0.0
20180922:1010;;0.0;186.0;0.0;36.71;15.34;5.03;0.0
20180922:1110;;0.0;162.0;0.0;39.25;16.17;5.1;0.0
20180922:1210;;0.0;130.0;0.0;38.67;16.43;5.24;0.0
20180922:1310;;0.0;80.0;0.0;35.08;15.3;5.1;0.0
20180922:1410;;0.0;124.0;0.0;29.07;14.15;4.28;0.0
20180922:1510;;0.0;36.0;0.0;21.36;13.24;2.83;0.0
20180922:1610;;0.0;24.0;0.0;12.6;12.81;2.28;0.0
20180922:1710;;0.0;3.0;0.0;3.3;12.5;1.86;0.0
20180922:1810;;0.0;0.0;0.0;0.0;12.02;1.52;0.0
20180922:1910;;0.0;0.0;0.0;0.0;11.48;0.9;0.0
20180922:2010;;0.0;0.0;0.0;0.0;11.48;1.03;0.0
20180922:2110;;0.0;0.0;0.0;0.0;11.19;1.59;0.0
20180922:2210;;0.0;0.0;0.0;0.0;11.29;1.86;0.0
20180922:2310;;0.0;0.0;0.0;0.0;11.37;2.21;0.0
20180923:0010;;0.0;0.0;0.0;0.0;11.54;2.41;0.0
20180923:0110;;0.0;0.0;0.0;0.0;11.75;2.34;0.0
20180923:0210;;0.0;0.0;0.0;0.0;11.69;2.34;0.0
20180923:0310;;0.0;0.0;0.0;0.0;11.8;2.14;0.0
20180923:0410;;0.0;0.0;0.0;0.0;11.91;1.93;0.0
20180923:0510;;0.0;0.0;0.0;0.0;11.94;1.86;0.0
20180923:0610;;0.0;15.0;0.0;6.5;11.86;1.79;0.0
20180923:0710;;0.0;62.0;0.0;15.64;11.74;1.17;0.0
20180923:0810;;0.0;81.0;0.0;24.06;11.93;1.03;0.0
20180923:0910;;0.0;66.0;0.0;31.19;12.05;1.31;0.0
20180923:1010;;0.0;56.0;0.0;36.36;12.05;1.79;0.0
20180923:1110;;0.0;73.0;0.0;38.87;12.03;2.48;0.0
20180923:1210;;0.0;176.0;0.0;38.27;11.25;5.1;0.0
20180923:1310;;0.0;98.0;0.0;34.68;10.75;4.97;0.0
20180923:1410;;0.0;70.0;0.0;28.68;10.64;3.86;0.0
20180923:1510;;0.0;69.0;0.0;20.99;10.48;3.86;0.0
20180923:1610;;0.0;50.0;0.0;12.24;10.4;5.1;0.0
20180923:1710;;0.0;13.0;0.0;2.94;10.18;4.48;0.0
20180923:1810;;0.0;0.0;0.0;0.0;9.94;3.93;0.0
20180923:1910;;0.0;0.0;0.0;0.0;9.63;3.31;0.0
20180923:2010;;0.0;0.0;0.0;0.0;9.4;2.83;0.0
20180923:2110;;0.0;0.0;0.0;0.0;9.05;2.69;0.0
20180923:2210;;0.0;0.0;0.0;0.0;8.59;2.83;0.0
20180923:2310;;0.0;0.0;0.0;0.0;8.09;2.69;0.0
20180924:0010;;0.0;0.0;0.0;0.0;7.9;2.55;0.0
20180924:0110;;0.0;0.0;0.0;0.0;7.74;2.48;0.0
20180924:0210;;0.0;0.0;0.0;0.0;7.67;2.41;0.0
20180924:0310;;0.0;0.0;0.0;0.0;7.65;2.34;0.0
20180924:0410;;0.0;0.0;0.0;0.0;7.41;2.34;0.0
20180924:0510;;0.0;0.0;0.0;0.0;7.28;2.41;0.0
20180924:0610;;35.0;36.0;0.0;6.25;7.21;2.41;0.0
20180924:0710;;146.0;78.0;0.0;15.38;8.11;2.14;0.0
20180924:0810;;260.01;110.0;0.0;23.77;9.93;2.41;0.0
20180924:0910;;21.0;229.0;0.0;30.88;11.39;2.76;0.0
20180924:1010;;401.01;164.0;0.0;36.01;12.47;3.38;0.0
20180924:1110;;479.01;143.0;0.0;38.48;13.13;3.66;0.0
20180924:1210;;4.0;230.0;0.0;37.87;13.6;3.79;0.0
20180924:1310;;0.0;133.0;0.0;34.28;13.86;4.14;0.0
20180924:1410;;243.01;171.0;0.0;28.29;13.71;4.34;0.0
20180924:1510;;195.0;113.0;0.0;20.61;13.62;4.34;0.0
20180924:1610;;46.0;87.0;0.0;11.87;13.19;3.72;0.0
20180924:1710;;3.0;14.27;0.0;2.58;12.53;2.76;0.0
20180924:1810;;0.0;0.0;0.0;0.0;11.46;2.28;0.0
20180924:1910;;0.0;0.0;0.0;0.0;10.14;2.0;0.0
20180924:2010;;0.0;0.0;0.0;0.0;9.36;1.79;0.0
20180924:2110;;0.0;0.0;0.0;0.0;8.42;1.66;0.0
20180924:2210;;0.0;0.0;0.0;0.0;7.22;1.52;0.0
20180924:2310;;0.0;0.0;0.0;0.0;7.12;1.24;0.0
20180925:0010;;0.0;0.0;0.0;0.0;7.05;1.1;0.0
20180925:0110;;0.0;0.0;0.0;0.0;6.61;1.1;0.0
20180925:0210;;0.0;0.0;0.0;0.0;6.45;1.03;0.0
20180925:0310;;0.0;0.0;0.0;0.0;6.35;0.97;0.0
20180925:0410;;0.0;0.0;0.0;0.0;6.39;0.9;0.0
20180925:0510;;0.0;0.0;0.0;0.0;6.4;0.83;0.0
20180925:0610;;27.0;37.0;0.0;6.0;5.63;1.03;0.0
20180925:0710;;132.0;82.0;0.0;15.12;6.3;0.55;0.0
20180925:0810;;251.01;111.0;0.0;23.49;9.36;0.34;0.0
20180925:0910;;327.01;148.0;0.0;30.56;11.21;0.55;0.0
20180925:1010;;362.01;182.0;0.0;35.66;12.61;1.03;0.0
20180925:1110;;376.01;200.0;0.0;38.1;13.48;1.38;0.0
20180925:1210;;78.0;302.0;0.0;37.47;13.94;1.59;0.0
20180925:1310;;193.0;249.0;0.0;33.89;14.19;1.59;0.0
20180925:1410;;233.01;172.0;0.0;27.91;14.2;1.59;0.0
20180925:1510;;207.0;102.0;0.0;20.24;14.22;1.59;0.0
20180925:1610;;92.0;66.0;0.0;11.51;14.0;1.45;0.0
20180925:1710;;0.0;11.0;0.0;2.22;13.43;1.31;0.0
20180925:1810;;0.0;0.0;0.0;0.0;12.28;1.93;0.0
20180925:1910;;0.0;0.0;0.0;0.0;10.71;2.28;0.0
20180925:2010;;0.0;0.0;0.0;0.0;9.85;2.41;0.0
20180925:2110;;0.0;0.0;0.0;0.0;9.25;2.55;0.0
20180925:2210;;0.0;0.0;0.0;0.0;8.84;2.55;0.0
20180925:2310;;0.0;0.0;0.0;0.0;8.49;2.41;0.0
20180926:0010;;0.0;0.0;0.0;0.0;8.02;2.0;0.0
20180926:0110;;0.0;0.0;0.0;0.0;7.21;1.79;0.0
20180926:0210;;0.0;0.0;0.0;0.0;6.45;1.93;0.0
20180926:0310;;0.0;0.0;0.0;0.0;6.12;2.0;0.0
20180926:0410;;0.0;0.0;0.0;0.0;5.89;2.0;0.0
20180926:0510;;0.0;0.0;0.0;0.0;5.55;1.79;0.0
20180926:0610;;25.0;35.0;0.0;5.75;5.63;1.86;0.0
20180926:0710;;34.0;113.0;0.0;14.85;7.39;1.79;0.0
20180926:0810;;135.0;166.0;0.0;23.2;10.13;1.86;0.0
20180926:0910;;368.01;119.0;0.0;30.24;12.53;1.72;0.0
20180926:1010;;437.01;133.0;0.0;35.3;14.6;1.66;0.0
20180926:1110;;482.01;132.0;0.0;37.72;16.1;1.86;0.0
20180926:1210;;491.01;120.0;0.0;37.07;17.07;2.0;0.0
20180926:1310;;412.01;130.0;0.0;33.49;17.72;2.14;0.0
20180926:1410;;347.01;102.0;0.0;27.52;18.07;2.14;0.0
20180926:1510;;224.01;87.0;0.0;19.86;18.06;2.0;0.0
20180926:1610;;90.0;62.0;0.0;11.14;17.51;1.59;0.0
20180926:1710;;0.0;0.0;0.0;0.0;16.16;1.93;0.0
20180926:1810;;0.0;0.0;0.0;0.0;14.54;2.14;0.0
20180926:1910;;0.0;0.0;0.0;0.0;13.38;2.0;0.0
20180926:2010;;0.0;0.0;0.0;0.0;11.82;1.93;0.0
20180926:2110;;0.0;0.0;0.0;0.0;10.42;1.79;0.0
20180926:2210;;0.0;0.0;0.0;0.0;9.44;1.86;0.0
20180926:2310;;0.0;0.0;0.0;0.0;8.71;1.93;0.0
20180927:0010;;0.0;0.0;0.0;0.0;8.21;1.93;0.0
20180927:0110;;0.0;0.0;0.0;0.0;7.74;1.93;0.0
20180927:0210;;0.0;0.0;0.0;0.0;7.31;1.93;0.0
20180927:0310;;0.0;0.0;0.0;0.0;7.02;2.07;0.0
20180927:0410;;0.0;0.0;0.0;0.0;6.84;2.14;0.0
20180927:0510;;0.0;0.0;0.0;0.0;6.63;2.14;0.0
20180927:0610;;22.0;28.27;0.0;5.5;6.44;2.0;0.0
20180927:0710;;131.0;78.0;0.0;14.59;8.37;1.72;0.0
20180927:0810;;259.01;101.0;0.0;22.91;12.23;1.52;0.0
20180927:0910;;375.01;113.0;0.0;29.92;15.13;1.52;0.0
20180927:1010;;445.01;127.0;0.0;34.95;17.43;1.72;0.0
20180927:1110;;482.01;131.0;0.0;37.33;19.1;2.07;0.0
20180927:1210;;482.01;124.0;0.0;36.68;20.29;2.55;0.0
20180927:1310;;411.01;129.0;0.0;33.09;21.04;2.97;0.0
20180927:1410;;333.01;108.0;0.0;27.13;21.37;3.24;0.0
20180927:1510;;222.01;85.0;0.0;19.49;21.25;3.17;0.0
20180927:1610;;81.0;64.0;0.0;10.78;20.37;2.41;0.0
20180927:1710;;0.0;0.0;0.0;0.0;18.41;2.34;0.0
20180927:1810;;0.0;0.0;0.0;0.0;16.35;2.34;0.0
20180927:1910;;0.0;0.0;0.0;0.0;15.23;2.28;0.0
20180927:2010;;0.0;0.0;0.0;0.0;13.83;2.21;0.0
20180927:2110;;0.0;0.0;0.0;0.0;12.61;2.14;0.0
20180927:2210;;0.0;0.0;0.0;0.0;11.49;2.07;0.0
20180927:2310;;0.0;0.0;0.0;0.0;10.53;2.07;0.0
20180928:0010;;0.0;0.0;0.0;0.0;9.88;2.14;0.0
20180928:0110;;0.0;0.0;0.0;0.0;9.32;2.07;0.0
20180928:0210;;0.0;0.0;0.0;0.0;8.78;1.93;0.0
20180928:0310;;0.0;0.0;0.0;0.0;8.23;1.72;0.0
20180928:0410;;0.0;0.0;0.0;0.0;7.9;1.45;0.0
20180928:0510;;0.0;0.0;0.0;0.0;8.31;1.17;0.0
20180928:0610;;0.0;12.0;0.0;5.25;7.96;1.45;0.0
20180928:0710;;0.0;30.0;0.0;14.32;10.69;1.31;0.0
20180928:0810;;0.0;114.0;0.0;22.62;12.5;2.83;0.0
20180928:0910;;0.0;57.0;0.0;29.6;13.24;4.21;0.0
20180928:1010;;0.0;80.0;0.0;34.59;13.64;4.28;0.0
20180928:1110;;0.0;108.0;0.0;36.95;13.96;4.07;0.0
20180928:1210;;0.0;52.0;0.0;36.28;14.34;4.0;0.0
20180928:1310;;0.0;94.0;0.0;32.7;14.69;4.0;0.0
20180928:1410;;32.0;205.0;0.0;26.75;15.04;3.93;0.0
20180928:1510;;32.0;148.0;0.0;19.12;15.02;3.86;0.0
20180928:1610;;0.0;50.0;0.0;10.42;14.76;3.79;0.0
20180928:1710;;0.0;0.0;0.0;0.0;14.19;3.59;0.0
20180928:1810;;0.0;0.0;0.0;0.0;13.13;3.38;0.0
20180928:1910;;0.0;0.0;0.0;0.0;11.53;3.1;0.0
20180928:2010;;0.0;0.0;0.0;0.0;10.78;3.24;0.0
20180928:2110;;0.0;0.0;0.0;0.0;10.3;3.24;0.0
20180928:2210;;0.0;0.0;0.0;0.0;9.63;2.97;0.0
20180928:2310;;0.0;0.0;0.0;0.0;8.91;2.69;0.0
20180929:0010;;0.0;0.0;0.0;0.0;8.23;2.48;0.0
20180929:0110;;0.0;0.0;0.0;0.0;7.8;2.28;0.0
20180929:0210;;0.0;0.0;0.0;0.0;7.27;2.28;0.0
20180929:0310;;0.0;0.0;0.0;0.0;6.88;2.41;0.0
20180929:0410;;0.0;0.0;0.0;0.0;6.62;2.28;0.0
20180929:0510;;0.0;0.0;0.0;0.0;6.28;2.14;0.0
20180929:0610;;13.0;28.5;0.0;5.0;5.98;2.0;0.0
20180929:0710;;92.0;92.0;0.0;14.06;6.58;1.86;0.0
20180929:0810;;170.0;145.0;0.0;22.33;8.7;2.41;0.0
20180929:0910;;268.01;171.0;0.0;29.28;10.42;2.76;0.0
20180929:1010;;394.01;154.0;0.0;34.24;11.83;3.1;0.0
20180929:1110;;426.01;161.0;0.0;36.57;12.94;3.03;0.0
20180929:1210;;409.01;164.0;0.0;35.88;13.83;2.83;0.0
20180929:1310;;361.01;154.0;0.0;32.3;14.43;2.55;0.0
20180929:1410;;315.01;114.0;0.0;26.36;14.7;2.28;0.0
20180929:1510;;200.01;92.0;0.0;18.74;14.69;2.14;0.0
20180929:1610;;70.0;62.0;0.0;10.05;14.21;1.72;0.0
20180929:1710;;0.0;0.0;0.0;0.0;12.98;1.79;0.0
20180929:1810;;0.0;0.0;0.0;0.0;11.38;2.07;0.0
20180929:1910;;0.0;0.0;0.0;0.0;10.05;2.14;0.0
20180929:2010;;0.0;0.0;0.0;0.0;9.02;2.07;0.0
20180929:2110;;0.0;0.0;0.0;0.0;7.98;2.0;0.0
20180929:2210;;0.0;0.0;0.0;0.0;6.86;1.79;0.0
20180929:2310;;0.0;0.0;0.0;0.0;5.95;1.52;0.0
20180930:0010;;0.0;0.0;0.0;0.0;5.37;1.45;0.0
20180930:0110;;0.0;0.0;0.0;0.0;4.46;1.72;0.0
20180930:0210;;0.0;0.0;0.0;0.0;4.05;2.0;0.0
20180930:0310;;0.0;0.0;0.0;0.0;3.94;2.14;0.0
20180930:0410;;0.0;0.0;0.0;0.0;3.69;1.93;0.0
20180930:0510;;0.0;0.0;0.0;0.0;3.26;1.66;0.0
20180930:0610;;17.0;24.63;0.0;4.74;3.0;1.59;0.0
20180930:0710;;127.0;74.0;0.0;13.79;4.69;1.1;0.0
20180930:0810;;251.01;101.0;0.0;22.04;8.6;0.83;0.0
20180930:0910;;351.01;123.0;0.0;28.96;11.06;0.83;0.0
20180930:1010;;435.01;129.0;0.0;33.88;12.96;0.83;0.0
20180930:1110;;479.01;128.0;0.0;36.18;14.27;0.97;0.0
20180930:1210;;460.01;133.0;0.0;35.48;15.2;1.31;0.0
20180930:1310;;398.01;131.0;0.0;31.9;15.75;1.72;0.0
20180930:1410;;314.01;112.0;0.0;25.98;15.87;2.0;0.0
20180930:1510;;214.01;81.0;0.0;18.37;15.63;2.14;0.0
20180930:1610;;16.0;71.0;0.0;9.69;14.94;1.72;0.0
20180930:1710;;0.0;0.0;0.0;0.0;13.72;1.79;0.0
20180930:1810;;0.0;0.0;0.0;0.0;12.36;2.07;0.0
20180930:1910;;0.0;0.0;0.0;0.0;11.74;2.48;0.0
20180930:2010;;0.0;0.0;0.0;0.0;11.32;2.21;0.0
20180930:2110;;0.0;0.0;0.0;0.0;10.68;2.0;0.0
20180930:2210;;0.0;0.0;0.0;0.0;10.24;2.07;0.0
20180930:2310;;0.0;0.0;0.0;0.0;9.93;2.14;0.0
20181001:0010;;0.0;0.0;0.0;0.0;9.82;2.07;0.0
20181001:0110;;0.0;0.0;0.0;0.0;9.87;2.14;0.0
20181001:0210;;0.0;0.0;0.0;0.0;9.88;2.34;0.0
20181001:0310;;0.0;0.0;0.0;0.0;9.55;2.69;0.0
20181001:0410;;0.0;0.0;0.0;0.0;9.07;2.69;0.0
20181001:0510;;0.0;0.0;0.0;0.0;8.55;2.34;0.0
20181001:0610;;15.0;23.21;0.0;4.49;8.06;2.28;0.0
20181001:0710;;90.0;87.0;0.0;13.52;8.73;2.41;0.0
20181001:0810;;240.01;101.0;0.0;21.75;9.84;3.1;0.0
20181001:0910;;33.0;224.0;0.0;28.63;10.99;3.66;0.0
20181001:1010;;0.0;150.0;0.0;33.53;11.86;4.0;0.0
20181001:1110;;0.0;154.0;0.0;35.8;12.66;4.62;0.0
20181001:1210;;0.0;92.0;0.0;35.09;12.71;5.1;0.0
20181001:1310;;273.01;193.0;0.0;31.51;12.25;5.79;0.0
20181001:1410;;66.0;209.0;0.0;25.6;12.14;5.86;0.0
20181001:1510;;69.0;141.0;0.0;18.0;11.71;5.45;0.0
20181001:1610;;11.0;66.0;0.0;9.33;11.19;4.83;0.0
20181001:1710;;0.0;0.0;0.0;0.0;10.32;4.14;0.0
20181001:1810;;0.0;0.0;0.0;0.0;9.6;3.59;0.0
20181001:1910;;0.0;0.0;0.0;0.0;8.67;2.83;0.0
20181001:2010;;0.0;0.0;0.0;0.0;8.36;2.28;0.0
20181001:2110;;0.0;0.0;0.0;0.0;7.92;2.07;0.0
20181001:2210;;0.0;0.0;0.0;0.0;7.57;2.28;0.0
20181001:2310;;0.0;0.0;0.0;0.0;7.44;2.28;0.0
20181002:0010;;0.0;0.0;0.0;0.0;7.5;2.55;0.0
20181002:0110;;0.0;0.0;0.0;0.0;7.54;2.76;0.0
20181002:0210;;0.0;0.0;0.0;0.0;7.75;3.24;0.0
20181002:0310;;0.0;0.0;0.0;0.0;8.22;3.59;0.0
20181002:0410;;0.0;0.0;0.0;0.0;8.51;4.0;0.0
20181002:0510;;0.0;0.0;0.0;0.0;8.78;4.41;0.0
20181002:0610;;0.0;10.0;0.0;4.23;8.98;4.76;0.0
20181002:0710;;5.0;84.0;0.0;13.25;8.85;5.45;0.0
20181002:0810;;4.0;131.0;0.0;21.46;9.3;5.72;0.0
20181002:0910;;0.0;61.0;0.0;28.31;9.8;5.52;0.0
20181002:1010;;0.0;118.0;0.0;33.17;10.27;5.31;0.0
20181002:1110;;0.0;86.0;0.0;35.41;10.82;5.24;0.0
20181002:1210;;0.0;50.0;0.0;34.69;11.37;4.97;0.0
20181002:1310;;0.0;76.0;0.0;31.12;12.06;4.62;0.0
20181002:1410;;0.0;66.0;0.0;25.21;12.84;4.34;0.0
20181002:1510;;4.0;108.0;0.0;17.63;13.98;4.28;0.0
20181002:1610;;0.0;41.0;0.0;8.98;14.33;3.93;0.0
20181002:1710;;0.0;0.0;0.0;0.0;13.9;3.59;0.0
20181002:1810;;0.0;0.0;0.0;0.0;12.99;2.97;0.0
20181002:1910;;0.0;0.0;0.0;0.0;12.61;3.17;0.0
20181002:2010;;0.0;0.0;0.0;0.0;12.49;3.24;0.0
20181002:2110;;0.0;0.0;0.0;0.0;12.42;3.03;0.0
20181002:2210;;0.0;0.0;0.0;0.0;12.38;2.83;0.0
20181002:2310;;0.0;0.0;0.0;0.0;12.19;2.97;0.0
20181003:0010;;0.0;0.0;0.0;0.0;12.29;3.24;0.0
20181003:0110;;0.0;0.0;0.0;0.0;12.22;3.45;0.0
20181003:0210;;0.0;0.0;0.0;0.0;11.8;3.45;0.0
20181003:0310;;0.0;0.0;0.0;0.0;11.42;3.24;0.0
20181003:0410;;0.0;0.0;0.0;0.0;10.86;3.1;0.0
20181003:0510;;0.0;0.0;0.0;0.0;10.6;2.97;0.0
20181003:0610;;11.0;20.33;0.0;3.98;10.41;2.76;0.0
20181003:0710;;74.0;86.0;0.0;12.98;10.67;2.34;0.0
20181003:0810;;177.0;125.0;0.0;21.17;11.86;2.48;0.0
20181003:0910;;256.01;158.0;0.0;27.99;12.71;2.83;0.0
20181003:1010;;111.0;263.0;0.0;32.81;13.62;3.31;0.0
20181003:1110;;96.0;283.0;0.0;35.03;13.78;3.03;0.0
20181003:1210;;144.0;269.0;0.0;34.3;13.95;2.97;0.0
20181003:1310;;106.0;246.0;0.0;30.72;14.52;3.1;0.0
20181003:1410;;46.0;198.0;0.0;24.83;14.46;3.1;0.0
20181003:1510;;117.0;114.0;0.0;17.27;14.27;2.9;0.0
20181003:1610;;41.0;58.0;0.0;8.62;13.92;2.28;0.0
20181003:1710;;0.0;0.0;0.0;0.0;13.11;1.79;0.0
20181003:1810;;0.0;0.0;0.0;0.0;12.09;1.72;0.0
20181003:1910;;0.0;0.0;0.0;0.0;11.6;1.72;0.0
20181003:2010;;0.0;0.0;0.0;0.0;10.74;1.66;0.0
20181003:2110;;0.0;0.0;0.0;0.0;10.02;1.66;0.0
20181003:2210;;0.0;0.0;0.0;0.0;9.6;1.59;0.0
20181003:2310;;0.0;0.0;0.0;0.0;9.59;1.52;0.0
20181004:0010;;0.0;0.0;0.0;0.0;9.75;1.59;0.0
20181004:0110;;0.0;0.0;0.0;0.0;10.21;1.59;0.0
20181004:0210;;0.0;0.0;0.0;0.0;10.32;1.86;0.0
20181004:0310;;0.0;0.0;0.0;0.0;10.58;1.93;0.0
20181004:0410;;0.0;0.0;0.0;0.0;10.6;2.07;0.0
20181004:0510;;0.0;0.0;0.0;0.0;10.75;2.14;0.0
20181004:0610;;0.0;15.0;0.0;3.72;10.7;2.14;0.0
20181004:0710;;9.0;86.0;0.0;12.71;10.47;1.86;0.0
20181004:0810;;14.0;149.0;0.0;20.87;12.07;1.93;0.0
20181004:0910;;6.0;177.0;0.0;27.66;14.18;2.07;0.0
20181004:1010;;44.0;255.0;0.0;32.46;15.78;2.07;0.0
20181004:1110;;50.0;274.0;0.0;34.65;17.0;2.07;0.0
20181004:1210;;12.0;233.0;0.0;33.9;17.87;1.86;0.0
20181004:1310;;313.01;152.0;0.0;30.33;18.52;1.66;0.0
20181004:1410;;281.01;105.0;0.0;24.45;18.88;1.52;0.0
20181004:1510;;163.0;86.0;0.0;16.9;18.77;1.38;0.0
20181004:1610;;47.0;52.0;0.0;8.26;18.2;1.03;0.0
20181004:1710;;0.0;0.0;0.0;0.0;16.72;1.03;0.0
20181004:1810;;0.0;0.0;0.0;0.0;15.67;0.9;0.0
20181004:1910;;0.0;0.0;0.0;0.0;12.94;2.0;0.0
20181004:2010;;0.0;0.0;0.0;0.0;11.69;2.0;0.0
20181004:2110;;0.0;0.0;0.0;0.0;11.33;2.14;0.0
20181004:2210;;0.0;0.0;0.0;0.0;11.16;2.28;0.0
20181004:2310;;0.0;0.0;0.0;0.0;10.96;2.34;0.0
20181005:0010;;0.0;0.0;0.0;0.0;10.68;2.28;0.0
20181005:0110;;0.0;0.0;0.0;0.0;10.33;2.21;0.0
20181005:0210;;0.0;0.0;0.0;0.0;9.91;2.14;0.0
20181005:0310;;0.0;0.0;0.0;0.0;9.42;2.07;0.0
20181005:0410;;0.0;0.0;0.0;0.0;8.96;2.07;0.0
20181005:0510;;0.0;0.0;0.0;0.0;8.59;2.14;0.0
20181005:0610;;8.0;18.07;0.0;3.47;8.26;2.07;0.0
20181005:0710;;100.0;71.0;0.0;12.44;9.3;1.79;0.0
20181005:0810;;230.01;92.0;0.0;20.58;12.68;1.38;0.0
20181005:0910;;310.01;124.0;0.0;27.34;15.3;1.66;0.0
20181005:1010;;409.01;120.0;0.0;32.1;17.34;1.86;0.0
20181005:1110;;418.01;139.0;0.0;34.27;19.03;2.28;0.0
20181005:1210;;399.01;142.0;0.0;33.51;20.32;2.55;0.0
20181005:1310;;370.01;120.0;0.0;29.94;21.12;2.83;0.0
20181005:1410;;286.01;102.0;0.0;24.08;21.38;2.97;0.0
20181005:1510;;169.0;82.0;0.0;16.54;21.15;2.69;0.0
20181005:1610;;48.0;49.0;0.0;7.91;20.17;2.07;0.0
20181005:1710;;0.0;0.0;0.0;0.0;18.4;2.21;0.0
20181005:1810;;0.0;0.0;0.0;0.0;16.52;2.34;0.0
20181005:1910;;0.0;0.0;0.0;0.0;15.16;2.34;0.0
20181005:2010;;0.0;0.0;0.0;0.0;14.17;2.48;0.0
20181005:2110;;0.0;0.0;0.0;0.0;13.49;2.55;0.0
20181005:2210;;0.0;0.0;0.0;0.0;13.06;2.55;0.0
20181005:2310;;0.0;0.0;0.0;0.0;12.74;2.55;0.0
20181006:0010;;0.0;0.0;0.0;0.0;12.5;2.55;0.0
20181006:0110;;0.0;0.0;0.0;0.0;12.33;2.55;0.0
20181006:0210;;0.0;0.0;0.0;0.0;12.25;2.55;0.0
20181006:0310;;0.0;0.0;0.0;0.0;12.22;2.62;0.0
20181006:0410;;0.0;0.0;0.0;0.0;12.24;2.76;0.0
20181006:0510;;0.0;0.0;0.0;0.0;12.37;2.9;0.0
20181006:0610;;5.0;15.89;0.0;3.21;12.52;3.03;0.0
20181006:0710;;93.0;69.0;0.0;12.17;13.43;2.97;0.0
20181006:0810;;209.01;97.0;0.0;20.28;15.68;2.69;0.0
20181006:0910;;313.01;114.0;0.0;27.01;18.09;3.38;0.0
20181006:1010;;392.01;120.0;0.0;31.74;19.9;3.86;0.0
20181006:1110;;300.01;197.0;0.0;33.89;21.15;4.0;0.0
20181006:1210;;398.01;133.0;0.0;33.12;21.99;3.93;0.0
20181006:1310;;360.01;116.0;0.0;29.56;22.41;3.72;0.0
20181006:1410;;271.01;102.0;0.0;23.7;22.49;3.45;0.0
20181006:1510;;154.0;83.0;0.0;16.17;22.21;2.83;0.0
20181006:1610;;51.0;44.0;0.0;7.56;21.26;1.79;0.0
20181006:1710;;0.0;0.0;0.0;0.0;19.71;1.59;0.0
20181006:1810;;0.0;0.0;0.0;0.0;17.59;1.52;0.0
20181006:1910;;0.0;0.0;0.0;0.0;17.08;0.83;0.0
20181006:2010;;0.0;0.0;0.0;0.0;16.58;0.62;0.0
20181006:2110;;0.0;0.0;0.0;0.0;15.73;0.41;0.0
20181006:2210;;0.0;0.0;0.0;0.0;13.25;1.24;0.0
20181006:2310;;0.0;0.0;0.0;0.0;13.36;2.21;0.0
20181007:0010;;0.0;0.0;0.0;0.0;13.23;2.83;0.0
20181007:0110;;0.0;0.0;0.0;0.0;12.86;3.17;0.0
20181007:0210;;0.0;0.0;0.0;0.0;12.52;3.72;0.0
20181007:0310;;0.0;0.0;0.0;0.0;12.11;3.72;0.0
20181007:0410;;0.0;0.0;0.0;0.0;11.56;3.86;0.0
20181007:0510;;0.0;0.0;0.0;0.0;11.03;3.72;0.0
20181007:0610;;2.0;15.55;0.0;2.95;10.74;3.38;0.0
20181007:0710;;0.0;55.0;0.0;11.9;10.74;4.28;0.0
20181007:0810;;0.0;52.0;0.0;19.98;10.61;4.07;0.0
20181007:0910;;69.0;214.0;0.0;26.69;10.86;4.0;0.0
20181007:1010;;394.01;115.0;0.0;31.39;11.74;4.0;0.0
20181007:1110;;111.0;268.0;0.0;33.51;13.04;4.07;0.0
20181007:1210;;319.01;175.0;0.0;32.73;14.11;3.93;0.0
20181007:1310;;348.01;119.0;0.0;29.17;14.86;3.52;0.0
20181007:1410;;199.01;139.0;0.0;23.32;15.05;3.1;0.0
20181007:1510;;167.01;72.0;0.0;15.81;14.94;2.97;0.0
20181007:1610;;33.0;47.0;0.0;7.21;14.46;2.41;0.0
20181007:1710;;0.0;0.0;0.0;0.0;13.3;2.14;0.0
20181007:1810;;0.0;0.0;0.0;0.0;12.2;2.14;0.0
20181007:1910;;0.0;0.0;0.0;0.0;10.88;2.21;0.0
20181007:2010;;0.0;0.0;0.0;0.0;10.22;1.93;0.0
20181007:2110;;0.0;0.0;0.0;0.0;9.49;1.66;0.0
20181007:2210;;0.0;0.0;0.0;0.0;8.34;1.38;0.0
