time;;Gb(i);Gd(i);Gr(i);H_sun;T2m;WS10m;Int
20180116:1910;;0.0;0.0;0.0;0.0;3.39;4.34;0.0
20180116:2010;;0.0;0.0;0.0;0.0;3.26;4.83;0.0
20180116:2110;;0.0;0.0;0.0;0.0;2.94;4.83;0.0
20180116:2210;;0.0;0.0;0.0;0.0;2.95;4.9;0.0
20180116:2310;;0.0;0.0;0.0;0.0;2.99;4.83;0.0
20180117:0010;;0.0;0.0;0.0;0.0;2.12;4.97;0.0
20180117:0110;;0.0;0.0;0.0;0.0;1.47;5.52;0.0
20180117:0210;;0.0;0.0;0.0;0.0;2.01;5.72;0.0
20180117:0310;;0.0;0.0;0.0;0.0;1.78;5.66;0.0
20180117:0410;;0.0;0.0;0.0;0.0;1.09;5.45;0.0
20180117:0510;;0.0;0.0;0.0;0.0;0.83;5.66;0.0
20180117:0610;;0.0;0.0;0.0;0.0;1.07;5.86;0.0
20180117:0710;;0.0;0.0;0.0;0.0;1.0;5.52;0.0
20180117:0810;;3.0;22.29;0.0;3.97;1.01;5.38;0.0
20180117:0910;;0.0;49.0;0.0;10.43;1.02;5.52;0.0
20180117:1010;;0.0;21.0;0.0;15.17;1.46;5.24;0.0
20180117:1110;;0.0;45.0;0.0;17.8;1.98;5.45;0.0
20180117:1210;;1.0;106.0;0.0;18.07;2.85;5.31;0.0
20180117:1310;;17.0;121.0;0.0;15.94;3.88;6.21;0.0
20180117:1410;;0.0;31.0;0.0;11.64;4.27;6.69;0.0
20180117:1510;;25.0;27.75;0.0;5.53;4.13;6.41;0.0
20180117:1610;;0.0;0.0;0.0;0.0;3.85;5.66;0.0
20180117:1710;;0.0;0.0;0.0;0.0;3.61;5.38;0.0
20180117:1810;;0.0;0.0;0.0;0.0;3.22;5.03;0.0
20180117:1910;;0.0;0.0;0.0;0.0;2.73;4.69;0.0
20180117:2010;;0.0;0.0;0.0;0.0;2.73;4.76;0.0
20180117:2110;;0.0;0.0;0.0;0.0;2.94;4.69;0.0
20180117:2210;;0.0;0.0;0.0;0.0;2.89;4.55;0.0
20180117:2310;;0.0;0.0;0.0;0.0;2.89;4.69;0.0
20180118:0010;;0.0;0.0;0.0;0.0;3.11;4.97;0.0
20180118:0110;;0.0;0.0;0.0;0.0;3.28;5.24;0.0
20180118:0210;;0.0;0.0;0.0;0.0;3.17;5.72;0.0
20180118:0310;;0.0;0.0;0.0;0.0;3.22;6.69;0.0
20180118:0410;;0.0;0.0;0.0;0.0;3.24;8.48;0.0
20180118:0510;;0.0;0.0;0.0;0.0;4.53;9.52;0.0
20180118:0610;;0.0;0.0;0.0;0.0;6.32;9.66;0.0
20180118:0710;;0.0;0.0;0.0;0.0;7.67;10.21;0.0
20180118:0810;;3.0;23.29;0.0;4.1;8.77;10.97;0.0
20180118:0910;;3.0;65.0;0.0;10.58;8.67;11.38;0.0
20180118:1010;;1.0;83.0;0.0;15.34;8.22;11.31;0.0
20180118:1110;;0.0;35.0;0.0;17.99;7.32;10.21;0.0
20180118:1210;;58.0;148.0;0.0;18.27;6.73;8.48;0.0
20180118:1310;;3.0;102.0;0.0;16.16;6.42;7.31;0.0
20180118:1410;;0.0;61.0;0.0;11.86;6.11;5.86;0.0
20180118:1510;;0.0;19.0;0.0;5.74;5.68;5.17;0.0
20180118:1610;;0.0;0.0;0.0;0.0;5.03;3.93;0.0
20180118:1710;;0.0;0.0;0.0;0.0;4.43;3.31;0.0
20180118:1810;;0.0;0.0;0.0;0.0;3.85;3.1;0.0
20180118:1910;;0.0;0.0;0.0;0.0;3.17;2.62;0.0
20180118:2010;;0.0;0.0;0.0;0.0;3.01;2.69;0.0
20180118:2110;;0.0;0.0;0.0;0.0;2.71;2.97;0.0
20180118:2210;;0.0;0.0;0.0;0.0;2.49;3.03;0.0
20180118:2310;;0.0;0.0;0.0;0.0;2.65;3.38;0.0
20180119:0010;;0.0;0.0;0.0;0.0;2.96;3.86;0.0
20180119:0110;;0.0;0.0;0.0;0.0;3.13;4.9;0.0
20180119:0210;;0.0;0.0;0.0;0.0;2.85;5.03;0.0
20180119:0310;;0.0;0.0;0.0;0.0;2.57;4.83;0.0
20180119:0410;;0.0;0.0;0.0;0.0;2.21;4.62;0.0
20180119:0510;;0.0;0.0;0.0;0.0;2.1;4.48;0.0
20180119:0610;;0.0;0.0;0.0;0.0;2.05;4.41;0.0
20180119:0710;;0.0;0.0;0.0;0.0;1.78;4.07;0.0
20180119:0810;;12.0;23.01;0.0;4.24;1.63;3.86;0.0
20180119:0910;;68.0;71.0;0.0;10.74;1.85;3.66;0.0
20180119:1010;;124.01;98.0;0.0;15.52;2.8;3.79;0.0
20180119:1110;;23.0;144.0;0.0;18.19;3.8;5.17;0.0
20180119:1210;;121.01;132.0;0.0;18.48;4.38;4.76;0.0
20180119:1310;;5.0;108.0;0.0;16.38;4.72;4.55;0.0
20180119:1410;;0.0;33.0;0.0;12.08;4.91;4.48;0.0
20180119:1510;;7.0;38.0;0.0;5.96;4.47;3.52;0.0
20180119:1610;;0.0;0.0;0.0;0.0;3.68;3.17;0.0
20180119:1710;;0.0;0.0;0.0;0.0;2.88;3.17;0.0
20180119:1810;;0.0;0.0;0.0;0.0;2.21;3.38;0.0
20180119:1910;;0.0;0.0;0.0;0.0;2.31;3.72;0.0
20180119:2010;;0.0;0.0;0.0;0.0;1.9;3.93;0.0
20180119:2110;;0.0;0.0;0.0;0.0;1.48;4.0;0.0
20180119:2210;;0.0;0.0;0.0;0.0;1.29;3.93;0.0
20180119:2310;;0.0;0.0;0.0;0.0;1.13;3.93;0.0
20180120:0010;;0.0;0.0;0.0;0.0;1.0;3.79;0.0
20180120:0110;;0.0;0.0;0.0;0.0;1.12;3.93;0.0
20180120:0210;;0.0;0.0;0.0;0.0;1.15;4.0;0.0
20180120:0310;;0.0;0.0;0.0;0.0;1.21;3.86;0.0
20180120:0410;;0.0;0.0;0.0;0.0;1.24;3.66;0.0
20180120:0510;;0.0;0.0;0.0;0.0;1.13;3.59;0.0
20180120:0610;;0.0;0.0;0.0;0.0;0.97;3.79;0.0
20180120:0710;;0.0;0.0;0.0;0.0;1.03;3.72;0.0
20180120:0810;;0.0;20.0;0.0;4.39;1.15;3.59;0.0
20180120:0910;;2.0;64.0;0.0;10.9;1.72;3.52;0.0
20180120:1010;;0.0;66.0;0.0;15.7;2.65;3.66;0.0
20180120:1110;;0.0;79.0;0.0;18.39;2.98;3.31;0.0
20180120:1210;;0.0;39.0;0.0;18.7;3.11;3.59;0.0
20180120:1310;;4.0;106.0;0.0;16.6;2.85;2.83;0.0
20180120:1410;;0.0;58.0;0.0;12.3;2.36;2.14;0.0
20180120:1510;;0.0;22.0;0.0;6.18;1.98;1.45;0.0
20180120:1610;;0.0;0.0;0.0;0.0;1.66;0.97;0.0
20180120:1710;;0.0;0.0;0.0;0.0;1.62;0.34;0.0
20180120:1810;;0.0;0.0;0.0;0.0;1.57;0.55;0.0
20180120:1910;;0.0;0.0;0.0;0.0;2.04;1.17;0.0
20180120:2010;;0.0;0.0;0.0;0.0;1.86;1.59;0.0
20180120:2110;;0.0;0.0;0.0;0.0;1.64;1.72;0.0
20180120:2210;;0.0;0.0;0.0;0.0;1.58;2.28;0.0
20180120:2310;;0.0;0.0;0.0;0.0;1.56;2.76;0.0
20180121:0010;;0.0;0.0;0.0;0.0;1.55;2.69;0.0
20180121:0110;;0.0;0.0;0.0;0.0;1.67;2.83;0.0
20180121:0210;;0.0;0.0;0.0;0.0;1.65;2.76;0.0
20180121:0310;;0.0;0.0;0.0;0.0;1.56;2.83;0.0
20180121:0410;;0.0;0.0;0.0;0.0;1.19;2.83;0.0
20180121:0510;;0.0;0.0;0.0;0.0;0.66;2.62;0.0
20180121:0610;;0.0;0.0;0.0;0.0;0.3;2.55;0.0
20180121:0710;;0.0;0.0;0.0;0.0;-0.05;2.48;0.0
20180121:0810;;6.0;25.55;0.0;4.54;-0.12;2.28;0.0
20180121:0910;;40.0;82.0;0.0;11.07;0.68;2.0;0.0
20180121:1010;;89.0;116.0;0.0;15.9;1.98;2.21;0.0
20180121:1110;;168.01;109.0;0.0;18.6;3.25;2.41;0.0
20180121:1210;;175.01;109.0;0.0;18.93;4.28;2.62;0.0
20180121:1310;;69.0;131.0;0.0;16.83;4.63;2.69;0.0
20180121:1410;;10.0;89.0;0.0;12.53;4.54;2.55;0.0
20180121:1510;;4.0;38.0;0.0;6.41;4.14;2.34;0.0
20180121:1610;;0.0;0.0;0.0;0.0;3.33;2.28;0.0
20180121:1710;;0.0;0.0;0.0;0.0;2.84;2.41;0.0
20180121:1810;;0.0;0.0;0.0;0.0;2.72;2.76;0.0
20180121:1910;;0.0;0.0;0.0;0.0;2.41;3.24;0.0
20180121:2010;;0.0;0.0;0.0;0.0;2.78;3.66;0.0
20180121:2110;;0.0;0.0;0.0;0.0;2.73;4.07;0.0
20180121:2210;;0.0;0.0;0.0;0.0;2.12;4.21;0.0
20180121:2310;;0.0;0.0;0.0;0.0;2.51;4.28;0.0
20180122:0010;;0.0;0.0;0.0;0.0;3.22;4.21;0.0
20180122:0110;;0.0;0.0;0.0;0.0;3.71;3.86;0.0
20180122:0210;;0.0;0.0;0.0;0.0;4.24;3.45;0.0
20180122:0310;;0.0;0.0;0.0;0.0;5.2;3.31;0.0
20180122:0410;;0.0;0.0;0.0;0.0;6.67;3.52;0.0
20180122:0510;;0.0;0.0;0.0;0.0;8.03;4.07;0.0
20180122:0610;;0.0;0.0;0.0;0.0;8.54;4.07;0.0
20180122:0710;;0.0;0.0;0.0;0.0;8.46;3.93;0.0
20180122:0810;;0.0;17.0;0.0;4.7;8.35;3.31;0.0
20180122:0910;;0.0;46.0;0.0;11.25;8.15;2.83;0.0
20180122:1010;;0.0;48.0;0.0;16.1;8.01;2.83;0.0
20180122:1110;;5.0;124.0;0.0;18.82;7.93;2.41;0.0
20180122:1210;;7.0;133.0;0.0;19.16;7.92;2.41;0.0
20180122:1310;;32.0;135.0;0.0;17.07;7.93;2.48;0.0
20180122:1410;;0.0;65.0;0.0;12.76;8.27;3.24;0.0
20180122:1510;;3.0;39.0;0.0;6.63;7.9;2.83;0.0
20180122:1610;;0.0;0.0;0.0;0.0;7.1;2.69;0.0
20180122:1710;;0.0;0.0;0.0;0.0;6.59;3.03;0.0
20180122:1810;;0.0;0.0;0.0;0.0;6.5;3.17;0.0
20180122:1910;;0.0;0.0;0.0;0.0;5.8;3.24;0.0
20180122:2010;;0.0;0.0;0.0;0.0;5.57;3.17;0.0
20180122:2110;;0.0;0.0;0.0;0.0;5.43;3.03;0.0
20180122:2210;;0.0;0.0;0.0;0.0;5.22;3.1;0.0
20180122:2310;;0.0;0.0;0.0;0.0;4.95;3.24;0.0
20180123:0010;;0.0;0.0;0.0;0.0;5.03;3.24;0.0
20180123:0110;;0.0;0.0;0.0;0.0;4.6;3.03;0.0
20180123:0210;;0.0;0.0;0.0;0.0;4.43;2.83;0.0
20180123:0310;;0.0;0.0;0.0;0.0;4.05;2.69;0.0
20180123:0410;;0.0;0.0;0.0;0.0;3.69;2.76;0.0
20180123:0510;;0.0;0.0;0.0;0.0;3.4;2.9;0.0
20180123:0610;;0.0;0.0;0.0;0.0;3.21;3.1;0.0
20180123:0710;;0.0;0.0;0.0;0.0;3.79;3.17;0.0
20180123:0810;;0.0;8.0;0.0;4.86;4.25;3.38;0.0
20180123:0910;;0.0;45.0;0.0;11.44;5.32;3.59;0.0
20180123:1010;;2.0;95.0;0.0;16.3;6.32;3.79;0.0
20180123:1110;;31.0;152.0;0.0;19.04;7.15;4.07;0.0
20180123:1210;;84.0;152.0;0.0;19.39;8.11;4.07;0.0
20180123:1310;;100.01;125.0;0.0;17.31;8.93;4.69;0.0
20180123:1410;;1.0;67.0;0.0;13.0;9.35;5.24;0.0
20180123:1510;;1.0;35.0;0.0;6.87;9.29;5.31;0.0
20180123:1610;;0.0;0.0;0.0;0.0;9.21;5.66;0.0
20180123:1710;;0.0;0.0;0.0;0.0;9.12;5.79;0.0
20180123:1810;;0.0;0.0;0.0;0.0;8.88;5.79;0.0
20180123:1910;;0.0;0.0;0.0;0.0;8.74;6.0;0.0
20180123:2010;;0.0;0.0;0.0;0.0;8.98;6.0;0.0
20180123:2110;;0.0;0.0;0.0;0.0;9.34;5.93;0.0
20180123:2210;;0.0;0.0;0.0;0.0;9.69;5.86;0.0
20180123:2310;;0.0;0.0;0.0;0.0;10.01;5.72;0.0
20180124:0010;;0.0;0.0;0.0;0.0;10.3;5.59;0.0
20180124:0110;;0.0;0.0;0.0;0.0;10.57;5.45;0.0
20180124:0210;;0.0;0.0;0.0;0.0;10.79;5.24;0.0
20180124:0310;;0.0;0.0;0.0;0.0;10.93;5.1;0.0
20180124:0410;;0.0;0.0;0.0;0.0;10.97;5.03;0.0
20180124:0510;;0.0;0.0;0.0;0.0;10.98;5.17;0.0
20180124:0610;;0.0;0.0;0.0;0.0;11.04;5.52;0.0
20180124:0710;;0.0;0.0;0.0;0.0;11.23;5.72;0.0
20180124:0810;;0.0;14.0;0.0;5.04;11.38;6.07;0.0
20180124:0910;;5.0;75.0;0.0;11.63;11.8;6.41;0.0
20180124:1010;;34.0;129.0;0.0;16.51;12.24;6.83;0.0
20180124:1110;;0.0;86.0;0.0;19.27;12.51;7.45;0.0
20180124:1210;;0.0;84.0;0.0;19.63;12.67;7.93;0.0
20180124:1310;;0.0;81.0;0.0;17.55;12.77;7.1;0.0
20180124:1410;;0.0;28.0;0.0;13.25;12.65;6.83;0.0
20180124:1510;;0.0;22.0;0.0;7.11;12.42;7.93;0.0
20180124:1610;;0.0;0.0;0.0;0.0;11.98;7.45;0.0
20180124:1710;;0.0;0.0;0.0;0.0;11.63;7.24;0.0
20180124:1810;;0.0;0.0;0.0;0.0;11.49;7.17;0.0
20180124:1910;;0.0;0.0;0.0;0.0;11.09;7.45;0.0
20180124:2010;;0.0;0.0;0.0;0.0;11.19;7.52;0.0
20180124:2110;;0.0;0.0;0.0;0.0;11.24;7.52;0.0
20180124:2210;;0.0;0.0;0.0;0.0;11.26;7.31;0.0
20180124:2310;;0.0;0.0;0.0;0.0;10.99;6.97;0.0
20180125:0010;;0.0;0.0;0.0;0.0;10.61;6.14;0.0
20180125:0110;;0.0;0.0;0.0;0.0;9.86;4.97;0.0
20180125:0210;;0.0;0.0;0.0;0.0;9.5;4.21;0.0
20180125:0310;;0.0;0.0;0.0;0.0;9.07;3.66;0.0
20180125:0410;;0.0;0.0;0.0;0.0;8.62;3.45;0.0
20180125:0510;;0.0;0.0;0.0;0.0;8.15;3.31;0.0
20180125:0610;;0.0;0.0;0.0;0.0;7.95;3.31;0.0
20180125:0710;;0.0;0.0;0.0;0.0;7.55;2.83;0.0
20180125:0810;;4.0;30.03;0.0;5.22;7.41;2.83;0.0
20180125:0910;;0.0;51.0;0.0;11.83;7.73;2.83;0.0
20180125:1010;;0.0;59.0;0.0;16.73;8.31;2.83;0.0
20180125:1110;;0.0;94.0;0.0;19.51;9.17;2.9;0.0
20180125:1210;;0.0;93.0;0.0;19.88;9.48;3.45;0.0
20180125:1310;;0.0;67.0;0.0;17.8;9.54;3.03;0.0
20180125:1410;;0.0;55.0;0.0;13.5;9.3;3.1;0.0
20180125:1510;;0.0;33.0;0.0;7.35;8.71;2.83;0.0
20180125:1610;;0.0;0.0;0.0;0.0;8.08;2.55;0.0
20180125:1710;;0.0;0.0;0.0;0.0;7.54;2.55;0.0
20180125:1810;;0.0;0.0;0.0;0.0;7.15;2.48;0.0
20180125:1910;;0.0;0.0;0.0;0.0;6.69;2.55;0.0
20180125:2010;;0.0;0.0;0.0;0.0;6.48;2.48;0.0
20180125:2110;;0.0;0.0;0.0;0.0;6.24;2.28;0.0
20180125:2210;;0.0;0.0;0.0;0.0;5.94;2.21;0.0
20180125:2310;;0.0;0.0;0.0;0.0;5.65;2.48;0.0
20180126:0010;;0.0;0.0;0.0;0.0;5.43;2.48;0.0
20180126:0110;;0.0;0.0;0.0;0.0;5.32;2.41;0.0
20180126:0210;;0.0;0.0;0.0;0.0;5.13;2.28;0.0
20180126:0310;;0.0;0.0;0.0;0.0;4.81;2.14;0.0
20180126:0410;;0.0;0.0;0.0;0.0;4.29;2.21;0.0
20180126:0510;;0.0;0.0;0.0;0.0;3.99;2.21;0.0
20180126:0610;;0.0;0.0;0.0;0.0;3.91;2.28;0.0
20180126:0710;;0.0;0.0;0.0;0.0;3.42;2.21;0.0
20180126:0810;;18.0;29.39;0.0;5.4;3.55;2.07;0.0
20180126:0910;;110.01;63.0;0.0;12.03;4.57;1.86;0.0
20180126:1010;;19.0;131.0;0.0;16.96;5.93;2.28;0.0
20180126:1110;;21.0;153.0;0.0;19.75;6.85;2.62;0.0
20180126:1210;;37.0;163.0;0.0;20.13;7.47;2.07;0.0
20180126:1310;;24.0;142.0;0.0;18.06;7.84;1.72;0.0
20180126:1410;;16.0;102.0;0.0;13.75;8.05;1.52;0.0
20180126:1510;;15.0;52.0;0.0;7.59;8.06;1.38;0.0
20180126:1610;;0.0;0.0;0.0;0.0;7.56;1.1;0.0
20180126:1710;;0.0;0.0;0.0;0.0;6.84;1.17;0.0
20180126:1810;;0.0;0.0;0.0;0.0;6.19;1.17;0.0
20180126:1910;;0.0;0.0;0.0;0.0;5.11;1.17;0.0
20180126:2010;;0.0;0.0;0.0;0.0;4.9;1.38;0.0
20180126:2110;;0.0;0.0;0.0;0.0;4.88;1.45;0.0
20180126:2210;;0.0;0.0;0.0;0.0;5.05;1.31;0.0
20180126:2310;;0.0;0.0;0.0;0.0;4.8;1.17;0.0
20180127:0010;;0.0;0.0;0.0;0.0;4.42;1.17;0.0
20180127:0110;;0.0;0.0;0.0;0.0;4.36;1.03;0.0
20180127:0210;;0.0;0.0;0.0;0.0;4.41;0.97;0.0
20180127:0310;;0.0;0.0;0.0;0.0;4.33;1.17;0.0
20180127:0410;;0.0;0.0;0.0;0.0;4.16;1.31;0.0
20180127:0510;;0.0;0.0;0.0;0.0;4.06;1.31;0.0
20180127:0610;;0.0;0.0;0.0;0.0;4.02;1.38;0.0
20180127:0710;;0.0;0.0;0.0;0.0;3.27;1.66;0.0
20180127:0810;;23.0;29.14;0.0;5.59;3.35;1.79;0.0
20180127:0910;;120.01;61.0;0.0;12.24;3.95;1.79;0.0
20180127:1010;;63.0;138.0;0.0;17.19;5.07;2.0;0.0
20180127:1110;;1.0;114.0;0.0;20.0;6.09;3.45;0.0
20180127:1210;;6.0;140.0;0.0;20.39;6.54;3.86;0.0
20180127:1310;;219.01;78.0;0.0;18.32;6.98;4.0;0.0
20180127:1410;;162.01;58.0;0.0;14.01;7.17;4.07;0.0
20180127:1510;;15.0;55.0;0.0;7.84;7.15;3.72;0.0
20180127:1610;;0.0;0.0;0.0;0.0;6.51;3.72;0.0
20180127:1710;;0.0;0.0;0.0;0.0;5.71;4.21;0.0
20180127:1810;;0.0;0.0;0.0;0.0;5.67;4.9;0.0
20180127:1910;;0.0;0.0;0.0;0.0;5.78;5.59;0.0
20180127:2010;;0.0;0.0;0.0;0.0;5.91;5.93;0.0
20180127:2110;;0.0;0.0;0.0;0.0;6.02;6.21;0.0
20180127:2210;;0.0;0.0;0.0;0.0;5.99;6.48;0.0
20180127:2310;;0.0;0.0;0.0;0.0;5.96;6.55;0.0
20180128:0010;;0.0;0.0;0.0;0.0;5.96;6.48;0.0
20180128:0110;;0.0;0.0;0.0;0.0;5.98;6.21;0.0
20180128:0210;;0.0;0.0;0.0;0.0;6.12;5.86;0.0
20180128:0310;;0.0;0.0;0.0;0.0;6.34;5.59;0.0
20180128:0410;;0.0;0.0;0.0;0.0;6.65;5.31;0.0
20180128:0510;;0.0;0.0;0.0;0.0;7.0;5.03;0.0
20180128:0610;;0.0;0.0;0.0;0.0;7.36;4.83;0.0
20180128:0710;;0.0;0.0;0.0;0.0;7.16;4.55;0.0
20180128:0810;;0.0;11.0;0.0;5.79;7.59;4.41;0.0
20180128:0910;;0.0;32.0;0.0;12.46;8.17;4.41;0.0
20180128:1010;;0.0;75.0;0.0;17.42;8.75;4.69;0.0
20180128:1110;;9.0;142.0;0.0;20.25;9.36;5.38;0.0
20180128:1210;;1.0;116.0;0.0;20.65;10.27;6.34;0.0
20180128:1310;;0.0;91.0;0.0;18.58;10.69;4.97;0.0
20180128:1410;;0.0;30.0;0.0;14.27;11.09;5.24;0.0
20180128:1510;;0.0;17.0;0.0;8.1;10.98;5.1;0.0
20180128:1610;;0.0;0.0;0.0;0.0;10.54;4.83;0.0
20180128:1710;;0.0;0.0;0.0;0.0;10.35;4.76;0.0
20180128:1810;;0.0;0.0;0.0;0.0;10.34;4.83;0.0
20180128:1910;;0.0;0.0;0.0;0.0;9.54;5.1;0.0
20180128:2010;;0.0;0.0;0.0;0.0;9.53;5.17;0.0
20180128:2110;;0.0;0.0;0.0;0.0;9.34;5.1;0.0
20180128:2210;;0.0;0.0;0.0;0.0;9.11;5.1;0.0
20180128:2310;;0.0;0.0;0.0;0.0;8.83;5.03;0.0
20180129:0010;;0.0;0.0;0.0;0.0;8.65;5.1;0.0
20180129:0110;;0.0;0.0;0.0;0.0;8.53;5.24;0.0
20180129:0210;;0.0;0.0;0.0;0.0;8.43;5.31;0.0
20180129:0310;;0.0;0.0;0.0;0.0;8.37;5.45;0.0
20180129:0410;;0.0;0.0;0.0;0.0;8.15;5.59;0.0
20180129:0510;;0.0;0.0;0.0;0.0;7.84;5.72;0.0
20180129:0610;;0.0;0.0;0.0;0.0;7.56;5.79;0.0
20180129:0710;;0.0;0.0;0.0;0.0;8.18;6.0;0.0
20180129:0810;;0.0;18.0;0.0;5.99;8.13;5.86;0.0
20180129:0910;;0.0;37.0;0.0;12.68;8.21;6.0;0.0
20180129:1010;;0.0;42.0;0.0;17.67;8.49;6.62;0.0
20180129:1110;;0.0;42.0;0.0;20.51;8.8;6.69;0.0
20180129:1210;;0.0;42.0;0.0;20.92;9.18;6.21;0.0
20180129:1310;;0.0;43.0;0.0;18.86;9.39;7.24;0.0
20180129:1410;;1.0;80.0;0.0;14.53;9.57;7.1;0.0
20180129:1510;;4.0;51.0;0.0;8.35;9.62;7.03;0.0
20180129:1610;;0.0;0.0;0.0;0.0;9.67;6.83;0.0
20180129:1710;;0.0;0.0;0.0;0.0;9.68;7.1;0.0
20180129:1810;;0.0;0.0;0.0;0.0;9.77;6.97;0.0
20180129:1910;;0.0;0.0;0.0;0.0;9.05;6.34;0.0
20180129:2010;;0.0;0.0;0.0;0.0;8.63;5.1;0.0
20180129:2110;;0.0;0.0;0.0;0.0;7.81;3.66;0.0
20180129:2210;;0.0;0.0;0.0;0.0;6.69;2.76;0.0
20180129:2310;;0.0;0.0;0.0;0.0;5.68;2.41;0.0
20180130:0010;;0.0;0.0;0.0;0.0;4.83;2.14;0.0
20180130:0110;;0.0;0.0;0.0;0.0;4.13;2.14;0.0
20180130:0210;;0.0;0.0;0.0;0.0;3.39;2.14;0.0
20180130:0310;;0.0;0.0;0.0;0.0;2.7;2.07;0.0
20180130:0410;;0.0;0.0;0.0;0.0;2.23;2.0;0.0
20180130:0510;;0.0;0.0;0.0;0.0;1.96;1.93;0.0
20180130:0610;;0.0;0.0;0.0;0.0;1.73;1.93;0.0
20180130:0710;;0.0;0.0;0.0;0.0;2.25;1.93;0.0
20180130:0810;;52.01;28.0;0.0;6.2;2.6;2.0;0.0
20180130:0910;;52.0;98.0;0.0;12.91;3.63;2.21;0.0
20180130:1010;;184.01;94.0;0.0;17.91;4.66;2.62;0.0
20180130:1110;;87.0;167.0;0.0;20.77;5.51;2.9;0.0
20180130:1210;;188.01;130.0;0.0;21.2;6.15;2.76;0.0
20180130:1310;;84.0;152.0;0.0;19.13;6.59;2.34;0.0
20180130:1410;;52.0;116.0;0.0;14.8;6.87;1.93;0.0
20180130:1510;;43.0;57.0;0.0;8.61;6.82;1.45;0.0
20180130:1610;;0.0;0.0;0.0;0.0;6.33;1.03;0.0
20180130:1710;;0.0;0.0;0.0;0.0;5.36;1.72;0.0
20180130:1810;;0.0;0.0;0.0;0.0;4.76;1.93;0.0
20180130:1910;;0.0;0.0;0.0;0.0;5.15;2.21;0.0
20180130:2010;;0.0;0.0;0.0;0.0;5.66;2.62;0.0
20180130:2110;;0.0;0.0;0.0;0.0;6.66;3.24;0.0
20180130:2210;;0.0;0.0;0.0;0.0;7.63;4.21;0.0
20180130:2310;;0.0;0.0;0.0;0.0;7.74;4.34;0.0
20180131:0010;;0.0;0.0;0.0;0.0;7.84;4.14;0.0
20180131:0110;;0.0;0.0;0.0;0.0;8.22;4.69;0.0
20180131:0210;;0.0;0.0;0.0;0.0;8.55;5.17;0.0
20180131:0310;;0.0;0.0;0.0;0.0;8.68;5.45;0.0
20180131:0410;;0.0;0.0;0.0;0.0;8.76;5.86;0.0
20180131:0510;;0.0;0.0;0.0;0.0;8.91;6.21;0.0
20180131:0610;;0.0;0.0;0.0;0.0;8.96;6.41;0.0
20180131:0710;;0.0;0.0;0.0;0.0;8.76;6.83;0.0
20180131:0810;;1.0;33.0;0.0;6.41;8.57;7.1;0.0
20180131:0910;;0.0;31.0;0.0;13.15;8.41;7.17;0.0
20180131:1010;;0.0;58.0;0.0;18.17;8.24;7.24;0.0
20180131:1110;;0.0;64.0;0.0;21.05;8.1;7.38;0.0
20180131:1210;;0.0;56.0;0.0;21.48;7.93;7.72;0.0
20180131:1310;;0.0;60.0;0.0;19.41;7.79;8.07;0.0
20180131:1410;;0.0;65.0;0.0;15.07;7.73;7.79;0.0
20180131:1510;;0.0;30.0;0.0;8.87;7.63;7.52;0.0
20180131:1610;;0.0;0.0;0.0;0.0;7.23;6.9;0.0
20180131:1710;;0.0;0.0;0.0;0.0;6.38;5.52;0.0
20180131:1810;;0.0;0.0;0.0;0.0;5.52;4.34;0.0
20180131:1910;;0.0;0.0;0.0;0.0;5.17;4.69;0.0
20180131:2010;;0.0;0.0;0.0;0.0;4.47;4.34;0.0
20180131:2110;;0.0;0.0;0.0;0.0;3.82;3.86;0.0
20180131:2210;;0.0;0.0;0.0;0.0;3.49;3.38;0.0
20180131:2310;;0.0;0.0;0.0;0.0;2.9;3.31;0.0
20180201:0010;;0.0;0.0;0.0;0.0;2.19;3.31;0.0
20180201:0110;;0.0;0.0;0.0;0.0;1.61;3.31;0.0
20180201:0210;;0.0;0.0;0.0;0.0;1.27;3.52;0.0
20180201:0310;;0.0;0.0;0.0;0.0;1.1;3.72;0.0
20180201:0410;;0.0;0.0;0.0;0.0;1.07;3.86;0.0
20180201:0510;;0.0;0.0;0.0;0.0;1.03;4.07;0.0
20180201:0610;;0.0;0.0;0.0;0.0;1.0;4.34;0.0
20180201:0710;;0.0;0.0;0.0;0.0;0.59;4.34;0.0
20180201:0810;;14.0;45.0;0.0;6.63;0.82;4.48;0.0
20180201:0910;;59.0;100.0;0.0;13.39;1.72;4.21;0.0
20180201:1010;;6.0;123.0;0.0;18.43;2.78;4.76;0.0
20180201:1110;;6.0;144.0;0.0;21.32;3.17;4.9;0.0
20180201:1210;;0.0;52.0;0.0;21.76;3.38;5.45;0.0
20180201:1310;;0.0;87.0;0.0;19.69;3.45;4.48;0.0
20180201:1410;;184.01;61.0;0.0;15.35;3.88;3.66;0.0
20180201:1510;;81.01;45.0;0.0;9.14;3.98;3.38;0.0
20180201:1610;;0.0;0.0;0.0;0.0;3.48;3.31;0.0
20180201:1710;;0.0;0.0;0.0;0.0;2.71;3.1;0.0
20180201:1810;;0.0;0.0;0.0;0.0;2.13;3.1;0.0
20180201:1910;;0.0;0.0;0.0;0.0;1.41;3.17;0.0
20180201:2010;;0.0;0.0;0.0;0.0;1.38;3.31;0.0
20180201:2110;;0.0;0.0;0.0;0.0;1.12;3.59;0.0
